document,label
"여주빼고 볼 것 없는 영화. 스토리X, 개연성X. 감독이 너무 욕심을 부렸거나 아님 시대에 뒤떨어졌거나. DC가 왜 마블에 안되는지 확실히 알겠다.
",0
"어떻게 이런 졸작을 만들지? 갤가돚도 참신하지 못하다 정도가 아니라, 이제 위선스러워 보이는게 비호감이네
",0
"로맨스 판타지 영화라 생각하고 보면 됨. 보다 울엇음. 불쌍해 원더우먼
",1
"다된밥에 재뿌린다. 같은방법으로만 계속 속편 내면 3편에서 망한다.원더우먼은 연기 잘했는데..악당의 카리스마 부재
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"스토리 전개, 개연성, 캐릭터를 너무 못살린 것 같다  배우들은 하나하나 다 좋은데 빌런의 탄생과정이나 역할이 너무 허접해 보인다.마지막에 멕스웰이 내 소원을 포기한돠~!! 한마디 하고 사건이 마무리 되는 장면은 참...
",0
"무엇이 좋을지 몰라서 여러 영화의 영웅을 가져와 만들었나봅니다. 갓오브이집트의 황금날개로 슈퍼맨처럼 날아다니다가 캣우먼과는 태양의 서커스 쇼를 보이는 잡탕이였습니다. 원더우먼 왜 그랬어....
",0
"조잡 그 자체 씨지도 개별로
",0
"정확히 시작하고 10분동안 재밌습니다
",1
"공짜로 보여줘도 보지말아요
",0
"걍 노답각본 ㄹㅇ 올해의 최악의 영화
",0
"너무 실망스럽네요 스토리 cg 액션 모두 볼것없이 조악하고 빌런도 전혀 매력있지 않고 주인공의 공익영화에나 나올 뻔한 드립들.. DC는 또 이렇게 삽을 푸네요 간만에 푹 자고 나왔습니다
",0
"진짜...이때까지 본 영화중에 역대급....쓰레기..내용과 무관한 스토리전개 어이없는연출...긴장감없는 싸움...전혀 매력적이지 못한 삼류악당...전혀 히어로같지않은 히어로..이렇게까지 막장 영화는 진짜 오랜만이네요...
",0
"영화 왜이러냐. 저멀리 차가오는데 어른들은 아이들을 저지하지도 않고 길바닥에서 공놀이를 하고있지않나. 스톤의 힘이 죽은 사람을 살릴수있으면 그냥 원더우먼 죽여줘 아님 죽이는건 안되면 원더우먼을 평범한 사람으로 만들어...
",0
"나 지금 극장에서 보고있는데 그만 보고 나가고싶다...  진심 ㅡㅡ너무 재미없어서 평점보러 왔더니  리얼이였네 지금 딱 한시간째 보고있는데 스토리 전개도 개판이고 초반에 나오는 액션신?도 너무 조잡하다....  나머...
",0
"악역 페드로파스칼 연기만 좀 볼만하고 나머지 OOO. 좀 감독 좀 바까라 좀좀좀
",0
"영화보다 졸정도로 재미없음
",0
"소원을 빌라길래  안본 눈 돌려 달라고 빌었다.
",1
"영화라고 하기에 창피한 Z급이하의 구색. 경찰로도 충분히 해결될 사건들에 쓸데없이 원더우먼이 난입하여 더 꼬이게 만드는 어이없는 상황의 연속. 각자 다른 생각으로 연기하는 배우들의 개런티가 더 궁금. 차라리 안티오페...
",0
"돈도 아깝고 시간도 아깝고..기가찰 노릇 유치원생정도는 감동 있을까나!
",0
"정말 노잼 보다가 잘수도 있음
",0
"크리스 파인 병풍행. 팬서비스 때문에 이용해먹은 느낌.
",1
"요즘 우리나라 영화가 뜨는 이유를 알게하는 작품이다. 식상한 스토리에 어설픈 전개 ... 아무리 히어러물이라 해도 어느 정도 현실성을 유지해 줘야 하는데 이건 노답이다. 그냥 시간이 아깝다.
",0
"
",0
"DC는 DC손 발이 오그라들어서 이젠 안볼듯...
",0
"
",0
"히어로물맞냐??정작 액션씬은 몇분안되는데 쓸모없는 컷들로만 2시간을 넘겨버리네 지루해 죽는줄 알았다.
",0
"기대없이 봤는데도 지루함이거 왜 박스오피스 1위?
",0
"이게 평점 7을 넘는다고? ㅋㅋ나도 당했으니 너도 당해봐라  이런심보들인가 ㅋㅋ처음 10분 아역배우부분이 제일 재밌다
",1
"그냥 재미없었음 비추임
",0
"3번 위기후 결국 끝까지 못봄.감독이 문제인듯
",0
"안녕하시오 별루좋지않진않지만좋지도않지도않아요
",1
"이거는 진짜 못봐주겠더라
",0
"제목 : 원더우먼 1984 부제 : 허경영
",0
"중간에 나오고 싶었음ㅠㅠ 또 시간은 엄청~길고 지루했다.
",0
"뭔가 감동이적네요. 1편만못했어요.
",1
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"개연성이랑 스토리에 헛점은 보이고 해결방법도 당황스러워요.히어로물이지만 박진감넘치는 액션은 부족합니다. 하지만 주인공의 고뇌, 악역들의 사연 등 소재는 훌륭했습니다.비극적 결말도 감수했다면 더 괜찮지않았을까 아쉬워요...
",1
"촌스러워요 액션... 슬로우 모드....
",0
"클라이막스에서 액션의 분량까지 줄여가면서 이미 스토리상으로 잘 표현된 영화상의 메시지를 주인공의 입으로 다시 한번 되풀이할 필요가 있었을까
",1
"DC 너희들은 영화 만들지마라. 만화책이나 팔아. 돈은 많은데 지능이 낮은건지 영화 참 꼬질꼬질하게 만들었다.
",0
"개노잼 씨발 돈날림         아오아오
",0
"DC는 죽었다.. 그나마 DC의 희망이라는 원더우먼이 이런 지경이라니.. 도대체 뭘 보여주고 싶은 거였나.. 드라마 장르였으면 이해라도 한다.. 시간 질질 끄는 로맨스를 보여주고 싶었는지.. 연출,연기,스토리,영상미...
",0
"이 따위 영화를 만들어 ?양심이 있어야지 ?
",0
"억지스토리 노잼 ㅠㅠ 길긴 또 왜이리 긴지 졸았음요~!
",0
"오그라드는영화 뭘담으려는지 모르겠음...pc 범벅에 교훈을 주려는 영화다크나이트에서 일반시민vs죄수 배씬 같은 느낌을 주려고 한것같은데 연출 유치뽕짝스토리,영상미. 액션씬 ,교훈 , 개연성 최하..앞장면은 왜넣은건지...
",0
"기존 원더우먼 작품은 정말 재밌고 감동도 있었는데 이번거는 정말..
",1
"12월31일 이 영화랑 같이 보낸 내 오후시간이 너무도 아깝고 이영화의 스토리 또한 너무 유치해서 할말을 잃었다. 어렸을때 봤던 우뢰매보다 못한 스토리ㅋ
",0
"기대에 못마치는 스토리에 연출, 특수효과.갤가돗 머리세우면 이마가 너무 넓어 남자처럼 보이네요.
",0
"쓰레기 영화. 공짜로 봐서 망정이지.. 초딩들이 볼법한 영화
",0
"가돗과 파인의 러브스토리가 매력적인 영화 그 이상 이하도 아닌...한편의 슬픈 로맨스 영화. 다음 편에는 안나오겠지? 라는 슬픔이 남고 혹시나 마지막 저 남자랑 이어지나? 라는 우려? 어쨋든 히어로 영화는 아니다. ...
",1
"진짜 재미없더라 ㅁㄴㅇㄹ
",0
"서사가 정말~지루하게 길다. 그럼에도 스토리텔링은 불친절하다. 마지막에 원더우먼은 아가리파이터였다.
",0
"그냥 시간 때우기. 보다가 나도 모르게 폰 하게 됨.
",0
"제대로 만든건 하나도 없고, 회식비만 주구장창 써버리는 여가부 느낌과 아주 흡사하네요
",0
"진심 내가 이걸 왜 본걸까... dc유니버스 ㅂㄷㅂㄷ
",0
"와.. 원더우먼 1편의 감동은 고사하고 도대체 DC는 왜이렇게 졸작을 만들어 놨는가
",0
"아 지루했음  ;;스토리가 탄탄하지못함
",1
"소원엔 댓가가 따른다는 그 기본설정도 못 지키고 소원을 취소한다는 그 한마디에 순식간에 모든 상황이 안 좋은 점만 사라진다고? 이건 무슨 감수성인가. 세상 사람들의 소원을 그냥 다 하나로 뭉그뜨린 감정에 호소해서 사...
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"엄청 재밌지도 엄청 재미없지도 않은 그냥 재밌는 영화~너무 뻔하다고 생각할수도 있는데 히어로물이 원래그렇지 모~전개인적으로 죽었던 스티브가 다시 돌아와서 좋았어여~~그리고 원더우면 이쁘다ㅋㅋ
",1
"너무 재미없습니다. 1시간 넘게 대화만 하고 액션도 거의 없어요. 빌런도 너무 매력이 없고 잠이 오는 영화입니다.
",0
"앞에 20분 뒤에 20분 보면됨 중간 2시간 개지루함
",0
"아 정말 너무하네요왜 이렇게 까지 ...할말없슴 ㅡㅡ
",0
"평보고 걱정했는데 생각보단 볼만합니다. 시간 약간 길고 액션이 좀 약합니다..
",0
"여주미모에 올가미에 걸렸습니다.
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"애인을 떠나보내고 하늘로 날아갈때 왜 웃음이 나던지... 내가 사이코패스인줄 알고 걱정하려던 찰나 옆 앞 사람들 모두 거리두기가 무색하게 빅웃음을 터뜨리고 있었다.한스짐머 음악만 잘 감상하고 갑니다
",1
"노잼임 차라리 마블 보삼
",0
"살다살다 내가 이웃사촌보고도 잠을 안잤는데 이거보다 푹잤다 불면증환자에게 강추하는영화!!!
",0
"이거 재밌다고 한 사람들 다 구속해야함
",1
"이거 100퍼 짱개자본인거 같다.  맥스로드역의 백인 아들이 홍콩애처럼 생긴거 봐선.. 게다가 바바라역할 한사람이 최고의 힘을 얻었을땐 뮤지컬 캣츠 분장하고 나오고... 아.. 뭐랄까.. 스토리 뒤죽박죽에.. 보는내...
",0
"DC는 이 효자 캐릭터를 이렇게 말아먹네
",0
"코로나보다 더무서운영화!
",1
"밧줄로 하늘날때 손발 오그라들어서 닭되는줄 알았다. 이게 히어로물인지 요술램프 지니나오는 판타지영환지 구분이 안간다. 쓰레기중에 쓰레기 간만에 봤다.
",0
"
",0
"DC 에 뭔 일 생겼냐? 전에 잭스나이더 맨오브스틸 액션감이랑 너무 다르잖아...영화가 너무 한심해서 5점줄래다 갤가돗 예뻐서 6점.
",0
"DC는 반성을좀해야할듯
",1
"원더우먼 1편을 연출한 감독이 만든 작품이 맞는지 의심스러울 정도. 너무 지루하고 원더우먼의 숙적과의 싸움은 1편의 아레스와 싸우는게 더 나아보일 지경. 그나마 건질만한건 쿠키영상뿐이라는게 안타까울 따름. DCEU ...
",0
"참 이런 류의 영화 보면서 이렇게 실망한 적은 처음이네요B급 영화라는 말도 하기 아깝네요B급 영화는 재미라도 있는데참....
",0
"올해 코로나도 피했는데 . 이걸 못 피했네. 초딩용 만화영화 실사판.
",0
"계속 호이호이 해서 둘리인줄 알았던 영화(걍 어이없다는 소리) 개연성은 없지만 감동은 주었던 짱구는 못말려 극장판하고 완전 동급 근데 차라리 짱구가 나음
",0
"시간아까움 내 2시간반 돌리도
",0
"원더우먼 러브스토리~1편같은 생각 접으세요~짜릿함은 없어요~지루함과 엉성함만이 남을뿐~
",0
"안본눈 삽니다와 갤가돗보는거외엔 아무것도
",0
"난 재밌던데...원더우먼 누님 진짜 개멋지심 ㄹㅇ bb
",1
"빌런의 존재감이 좀 문제긴 했지만 개인적으로는 괜찮게봤음 시사점이라던가등의 문제가 많이 지적되는데, 상업적 히어로영화에서 시사점이 크게 필요한가 싶음. 나는 2시간30분동안 재밌게 봤음
",1
"
",0
"현대의 물질만능주의 세상의 현주소를 다시한번 일깨워주는 영화인거 같습니다.기준은 세월이 변하면서 바뀔 수 있겠지만 진실은 변하지 않는거 같아요..물질만능주의를 비판하듯 그경계가 애매모호 하지만.. 만족한 영화였습니다...
",1
"모든 영화는 기대감이 높으면 재미가 반감 되기 마련이다 사람들이 뭘기대 했기에 이렇게 평가가 안좋은지 안타깝습니다. 다들 어려운 시기에 조금 너그러지면 사는게 조금 나을꺼라 믿습니다.
",1
"영화보다가 졸기는 처음이네요~
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"일단 cg가 ㄹㅇ 별로임 뛰어가는 장면 날아가는 장면 조차도 허접함그리고 히어로 영화 기대하고 보러 갔는데 액션씬은 예고편에 나온게 거의 끝임엔딩은 너무 갑작스럽게 빌런 아들이 아빠 오지게 부르니까 착해지고 애초에 ...
",0
"아... 보는내내 고문이다.. 서사가 겁나길어 오줌마렵고 참고.. 연기들도 오그라들고..액션도 별로고...이게 뭐냐.. 진짜 고통 스럽네...골드클래스로 이걸 보다니 아까워 디지겠네... 좀 끝나라 제발
",0
"그래도 팬티보는 맛은 잇잖아? 좀 파워풀 할줄앗앗더니, 힘빠진 닭마냥 푸다닥 거리다가 끝낫다
",0
"이영화 내년 오스카에 인터내셔널필름 후보될듯 유명한 배우들을 홍콩성룡영화 보는줄
",1
"스토리는 응?갑자기?굳이? 이런게 좀 많았다는 ㅎ... 그냥 갤가돗과 크리스파인의 재회만 흐뭇하게 본 영화 ㅇ... 왜 갑자기 중간에 캣츠가 나오죠?
",0
"다 떠나서 그냥 재미가 없습니다보다 잤어요
",0
"솔직히 갤가돗 얼굴보는 재미로 봤다. 내용은 뽀로로보다도 못한듯! 유치하고 손발오그라들고...중간에 40분쯤은 완전히 잠듬!!
",0
"개인적으로는 재밌고 만족했던 영화, 하지만 스토리가 조금 부족한 느낌
",1
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"갤 가돗과 크리스틴 위그가 다 한 영화크리스틴 위그의 치타 빌런 분량이 짧아서 아쉬웠다ㅠㅠ다이애나와 아스테리아가 만날 원더우먼3을 기대해본다
",1
"액션도,  CG 도, 연출도, 1984 시절 수준으로 돌아갔다
",0
"우뢰메 수준
",0
"너무쓰레기네   진자정말
",0
"지루함이요 루즈하고액션없음
",0
"
",0
"와~~ 정말 1984년도로 돌아간거 같아요~~ 어설픈 액션과 CG 와 소품들.. ㅜㅜ 이왕이면 화면비도 4:3 으로 제작했으면 더 좋았을텐데.. 아쉽습니다..
",0
"이건 뭐 최악이네.. 놀란 감독을 데리고와 ~
",0
"이런 소스로 고작이따위이신가....스토리,연출...뭐하나 건질게없음이  슬프다.,
",0
"계집 영웅 만들기 질린다. 남자 감독이 만들었으면 차라리 괜찮았을텐데. 아무래도 패미가 낀거 같다. 정신벙자들이 사회에 존재해야 되는 이유를 모르겠다. 다 사형시켜라.
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"요약. 알라딘으로 시작해 캣츠로 끝.1시간은 집중해봄.넘어가자 집중이가능한지 의문이듬.30분정도 남고 액션이시작되는데 이미 -_-이표정으로 보고있음. 스토리,연출,영상미등 모든면에서 별로였다.
",0
"스타워즈 : 라스트 제다이를 봤을때의 기분을 또 한번 느끼게해준 작품. 런닝타임도 비슷하고 작품성도 비슷한 망작...
",0
"아무리 만화가 원작인 영화라지만 황당한 스토리전개에 기억나는건 내 헛웃음 뿐..
",0
"12세이하만 관람가능
",0
"돈이 남아도나 이런 망작을 내놓다니 ㅋㅋ그냥 돈놀이 하는것밖에 모르것다 ㅋㅋ
",0
"아아..DC는 결국 답이 없나..ㅠ
",0
"유치하다..좋은 배우들 두고..참
",0
"원더우먼이라는 캐릭터로 두시간 반이란 시간을 들여 똥을 싸는것도 감독의 능력이라면 능력
",0
"최악의 영화 실망 또 실망
",0
"역시  DC는 우리의 기대를 저버리네
",1
"'남자들은 바보같아'라고 생각하는 철없는 10대 소녀가 쓴 대본같다. 원더우먼의 세상 구원기..아무리 CG로 발라도 이건 못 살린다..
",0
"이거 히어로 영화 맞나요... 액션이 너무 구림... 달리거나 날아다니는 연출이 구려도 너무 구림. 타격감과 스피드가 전혀 느껴지지 않음. DC이대로면 다 리부트 해야 할 듯... 2시간 넘는 런닝타임이 확실히 지루...
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"처음5분만 딱 잼있음(원더우먼 아이시절) 이건뭐 재미도없고ㅠ감동도없고ㅠㅠ개연성도 없고 잘생기고 이쁜애들도없어서 안구정화도 안돼하아...별1개도 아까워요
",0
"DC는 언제 정신차릴까
",0
"교훈도없고 핵노잼임ㅇㅇ
",0
"1편:맛있는 똥2편:맛없는 똥
",0
"호흡기 뗏음. ㅋㅋㅋ 디씨 끝
",0
"그냥 재미없어요 차라리 스위트홈이 더 재미있어요.상영시간만 늘어나고
",0
"80년대 영상미만 느낌전투 없음...액션영화 아니야?스토리 개연성도 없음쿠키영상 때문에 2점
",0
"혹평이 심해 기대하지 않고 봐서인지 나름 괜찮았음.. 다만 혹평의 이유가 무엇인지는 확실히 알거 같은.. 전제적으로 너무 '사랑' '평화'만 찾다보니 아동용 영화같은 설정이 가장 큰 문제...
",0
"2020년 최고의 쓰레기영화 시간이 너무아까움 초반 10분 볼만함
",0
"영화를 너무 유치하게 만들어놨다. 시작부터 아주 그냥 애들용으로 제대로 뽑았음 중딩까진 재밌게 볼듯한데 그이상은 진짜 무리다. 1편은 그나마 볼만했는데 2편은 진짜 해도해도 너무하네
",0
"유치한 스토리와 전개, 상식을 파괴하는 연출. 하다못해 액션 씬 까지도 부자연스럽게 연결된다. 1984년에 만들어진 영화라면 믿을 정도로 최악의 영화.
",0
"이렇게 개봉이 밀리면서 내부적으로도 수없이 검토할 시간이 많았을텐데 이렇게 늘어지고 재미없는 스토리를 두시간이 넘는 상태로 개봉을 한거는 디씨 수뇌부가 더이상은 가망이 없다는걸 보여주는것 같다. 한시간 이상 잘라내면...
",0
"소원을 말해봐...누군가 DC가 망하길 소원 빌었나보네..;;
",1
"재미없어요 지루하고 보다 잤어요 전편을 생각하면 안됩니다 왜 배경을 1984년으로 했는지 이해가 안되네요
",0
"ㄱ...그냥 그런데....ㅎ....
",1
"이전편은 5점 줬으나 이건 4점 준다. 솔직히 돈이 남아 돌아서 만든건지 만들어야 된다는 강박이 있어서 만든건지. 왜 만든건지 모르겠다. 내용도 CG도 스티로품 소품들도 액션도 뭐하나 잘 만든것도 없고 개노잼이다. ...
",0
"액션은 퇴보가 아니라 실종 수준이다. 1편을 다시보는게 나을 듯
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"진짜 기대했는데 예고편이 전부인 영화 ; 그냥 개 씹 노잼 망작 어떻게 이럴수 있지 액션도 스토리도 걍 다 별로 액션이 시원하지도 통쾌하지도 않고 ㄹㅇ 감탄사 한번도 안함 이 영화를 왜 만든지 모르겠다 여태 히어로물...
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"나의소원은 원더우먼을 다시는 이렇게 만들지말길
",0
"80년대 히어로물을 왜 2020년에 봐야하는가.. 액션, 스토리 모두 80년대 스타일
",1
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"스토리의 개연성이 너무 낮다. 1984에 포커싱이 맞춰진 나머지 다른 부분이 넘 실망이다.아동학대 집에서 자란 콤플렉스덩어리인 빌런1과 또다른컴플렉스덩어리인 빌런2.. 무엇보다 사랑이 우선인 원더우먼과 자기희생을 원...
",0
"허경영나옴
",0
"영화계의 오점이라 평점도 5점 드림. 전체적으로 기대이하였음
",0
"영화가 좀 지루하네요.
",0
"어휴... 이 영화로 인해 DC는 거릅니다.
",0
"그냥 집에서 다운받아보시길.. 감흥도 없고 대미고 없고 중간에 너무 지루하구... 전작도 노잼인데 그거보다 재미가 없으면 도대체 어쩌라구.. 그래도 발연기하는 대깨문 빨갱이 영화인 강철비2보다 잼있음. ㅋ
",0
"나도 'DC가 좋은 작품을 만들어주길 바란다'는 소원을 놓아주겠어
",1
"왜이래 DC.. 나아지지 못하면 나빠지진 말아야지.. 연출 최악이고, 스토리 왜이래!! 제데로 된 빌런없어??!! 상대 배역이 있어야 할맛이 나지!! 마블 좀 보고 많이 배워야 겠다!! 진짜 최악 최악이다!! 겔 가...
",0
"패티 젠킨스 바보같은 감독 어휴 이딴것두 영화라고 만들다니 시간 낭비
",0
"어째 1편다시 보고싶음
",0
"완전 개망작...이렇게 재미없을수도 있다니....완전 초딩용으로 만들어났네...시간 아까워 디지겠다..
",0
"워너가 내년 라인업 모조리 HBO MAX 에 풀어버린 이유가 있었음 ㅋ재미는 그닥이나, 집에서 편히 보긴했음 ㅎ
",0
"2점도 아깝다 마블 디씨 팬으로 진짜 다챙겨보는데 이건 뭐 10년전에 찍은거같은 씨지와 형편없는 내용 액션도 없고 헛웃음만 나온다 진짜  개 노 잼 역대급 개 노잼
",0
"음 그래 로맨스 영화였구나
",0
"진짜 이렇게밖에 못만드냐?2시간반이 넘 아깝다.
",0
"이런 노졈 올만...;;
",1
"그냥 처음부터 끝까지 OOO 재미없었음 모든걸 다걸고 알바샛기들 쓰는거 믿지마라
",0
"개인적으로 OST도 그렇고, 내용도 그렇고 개인적으로 실망스러웠습니다.
",0
"영화 스토리와 완성도도 1984년으로 돌아갔다
",1
"이 여자 감독은 구역질 나는 여성PC는 없지만 인종PC는 있는데다가..영화를 너무 지루하게 만든다는게 문제임. 향후 클레오파트라,스타워즈 차기작 이 여자감독이 한다는데.. 헐리웃의 대재앙이지 싶네요. 요즘 왜이렇게 ...
",0
"요근래 최악의 영화. 어린이들에게나 가르칠 법한 주제만 자꾸 반복 개연성 없는 스토리, 하늘을 나는 저질 CG는 덤
",0
"참 역대급으로 졸작이 탄생한듯 돈아깝다는 생각이 처음부터 끝까지그냥 예고편이 다 본거라 생각하면됨
",0
"갤 가돗의 연기력은 전혀 발전이 없네요. 표정이 한결 같아서 감정 표현이 거의 없어요. 마지막은 억지스러운 신파극으로 끝나버리네요. 대디!!! C급 히어로 영화를 보는 듯 했습니다.
",0
"바라는 모든 걸 가질 수는 없습니다. 이 영화에 기대했던 것을 모두 가질수는 없음을 영화가 말해주네요. 영화보러 간건지 배경음악 들으러 간건지...
",0
"아니.. 원더우먼이 날개없이 슈퍼맨처럼 날아가는건 좀 에바아니냐? 밧줄하나로 체력만 되면 지구한바퀴 돌거같은데 이건 좀... 마지막 짝퉁원더우먼은 소원취소 안한거 같은데 설마 이스토리로 3탄 준비하는건 아니지?
",0
"
",0
"재미없게 만드는 것도 능력임... 도대체 분위기 왜이렇게 무겁게 가고 말도안되게 스토리짠거임. 망할라고 작정한듯... 보다 잠듦
",0
"그냥 시간 때우기용 정도입니다. 원더우먼 기대했는데 DC는 영화를 왜 이리 못 만드는지 마블에 밀리지 않을 매력적인 캐릭터들을 이정도 밖에 표현해내지 못하는 DC에 화가 나네요. 레트로에 세련미를 가미한게 뉴트로죠....
",0
"캐릭터 간의 밸런스(파워, 주제, 인과성)는 완전히 붕괴되었고, 작중 캐릭터들의 고뇌의 무게감은 깃털같이 가볍다.감독이 관객을 교육시키려는 시도마저 보여서 보는 내내 헛웃음만 나왔다....더이상 DC에 희망은 없다....
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"1편에 비하면 내용은 신파극 자아성찰 정도다만 보너스 영상의 출연하신 오리지널 그분이 나오셔서 깜놀
",1
"DC가 원더우먼을 시작으로 관짝에서 나오나 했는데 조커 영향일까? 어줍지 않은 스토리를 반복된 빈약한 액션으로 스스로 관짝문을 다시 닫고 무덤행으로 들어간 영화. 겔가돗도 아니면 영화 평점 3점에 그칠 영화
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"정말정말 정말   노~~~~잼
",1
"ㄴ잼 인정인정인정?어인정
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"악당이 개과천선 하는 영화 재미없음
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"마음이 약한 빌런도 있네 아들때문에 다 포기하고ㅋㅋㅋ
",0
"미국인들은 세계 최강국답게 영화를 통해 인생을 배우는 것같은 .. 그참 ㅎㅎ 사람살이 다 똑같지 뭐 :) ~!!~
",1
"좋은 재료로 만든 음식물쓰레기
",0
"액션영화가 아니라멜로...
",0
"걍 얼굴 겁나 이쁜 여주와 잘생긴 남주의 로맨스영화를 보고싶으신 분들을 위한 영화입니다^^ 히어로물을 보고 싶었는데 원더우먼 힘이 그렇게 센지도 모르겠고 너무 약하게 당하기만 하네요; 스토리 개연성도 좀 부족하고.....
",0
"미국영화의 발전을 위해 10점 박는다
",0
"주인공 둘이 살리네요  DC는 저스티스 리그때 부터  포인트로 0원에 봐야 제맛 ㅋ
",0
"짱깨영화보는듯 주윤발나오는 손오공에서 원더우먼을 보았음.이건 머 아예 DC를 말아먹을려구 작정한 영화임.
",0
"갤가돗의 원더우먼 팬이었는데 정말 각본 감족 다 볌심들 같다 갤가솟만 남았구나 남자 주인공은 늙고 주름많은 못생기고정마 이좋은 소재로 2탄을 이리 만들다니 볌심 각본 감독 제작자내가 제작자면 만들다 각본 바꾸고 감독...
",0
"망작..주인공이 악역 남자인 듯..
",0
"세상에.. 액션이 이렇게없다고??
",0
"두시간 반동안 마스크 끼고 스스로 고문하고픈이 손?
",0
"마지막... 왜 그러셨어요..?
",1
"다들 연기는 잘하는데 스토리가 너무 별로였음... 지루한타임이 너무 많았어요. 액션신도 별로 없고 쓸대없이 영화는 길고... 감독을 잘만나야 진짜 재밌을듯!! 배우때문에 별세개드립니다.
",0
"
",0
"이건 아니지  완전 최악 ㅠㅠ
",0
"끝까지 날 가르치려 드는군...흑화된 여자 캐릭의 마지막 대사가 이 영화의 주제가 됐다. 원더우먼이 되기 위해 태어난 듯한... 갤 가돗의 비주얼 만이 유일한 이 영화의 매력...
",0
"D.C 다시 존망의 길로 들어가는거냐....
",1
"진짜 재미 하나도 없어요! 무료로 봐서 다행이지 돈주고 보면 너무 아까운 영화!Ocn에서 자주 틀어주는 인디펜던스데이가 훨 재밌어요. 그리고 영화관에서 사회적거리두기 안 지키는 사람도 많아서 괜히 불안하니까 그냥 집...
",0
"예고편 편집자는 알고 있었다.왜 그래야만 했는지
",0
"나만 당할 수 없지.. ㅠㅜㅜㅜ
",1
"내 소원은 이 영화 보기 전으로 돌아가는것
",1
"페미는 정신병이다!!!
",0
"정말 지루하고 최악 히어로물은 전혀 아닌듯
",0
"조커로 살린 DC를수어사이드 스쿼드로 폭사하고원더우먼으로 확인사살하네이제 남은건 배트맨밖에 없다구원할지 폭망할지는 결과가 알려줄 것이다
",1
"원더우먼이라서 갤가돗이라서 7점 줌ㅋ
",0
"여주 너무이쁘고 연기잘하네요
",1
"생각보다 그럭저럭 볼만했음
",0
"
",0
"원더우먼 이 이름만 10점 내용은 그냥 영화
",0
"빌런이 기대에 미치지 못 해 아쉬워요
",1
"반트럼프영화지만 나름철학도있고 또볼만함
",1
"개인적으로 나는 스토리에 감동을 받은거 같다원래 dc팬이여서 저번 작품들이 만이 아쉬웠지만 (뭐 원더우먼1,아쿠아맨 빼고) 이번 영화는 만족할만 했다.
",1
"넘 예쁜 갤 가돗을 이렇게 밖에 활용 못 하는 게 너무 아쉽다. 왜? ㅠㅠ
",1
"아니 히어로영화에 무슨기다를 그렇게 많이하고보나? 재밌기만하고 돈많이쓴영화라서 보는내내 좋았는디..? 절대 돈1도 안아까운영화 보기싫으면 보지마세요;; 리뷰테러하지말고 오히려 평테러한거 보면 오히려 안본사람이 다는듯...
",0
"원더우먼만의 느낌이 잘살아있네요.아름다운영화였습니다.
",1
"저는 잘 보았습니다.못보신 분들은 그냥 보세요. 추천입니다.히어로물 보면서 무슨 생각들을 그렇게 많이하나.여자친구와 크리스마날 영화보면서 한해 마무리 정말 잘 했습니다.
",1
"악플이 많아서 볼까 말까 망설이다 보러 갔는데 크리스마스 분위기하고도 잘 어울리고 그럭저럭 볼만한 영화였음 스토리가 어쩌고 저쩌고 하는데 DC나 마블같은 만화 소재 영화에서 스토리를 기대한다는게 무리지 않음? 그래도...
",0
"
",0
"애들이랑 같이 보는데 키스신이 다소 부담스러웠고  내용이 좀 오글거림.그래도 킬링타임으로 괜찮았음
",1
"실망한점1. 백악관앞에서 남친이랑 인사후 달려갈때 유투버급 씨지느낌2. 그후 채찍으로 워싱턴기념탑감고 비행기감고 구름?감고 번개감으면서 스파이더맨처럼 날아가는장면보고 뭔가 열받음3. 슈퍼맨처럼 날아가는포즈 오글거림4...
",0
"난 영화를 보러간 것이 아니다.갤 가돗의 드레스 신을 보러간 것이다.비서 가브리엘라 와일드 몸매는 완벽했다.
",0
"초반이 졸린건 사실 / 그래도 중후반 액션과 결국 사회구성원 개개인에게 달린 정의의 완성에 대한 메세지랑 히어로의 비극은 좋았다 (처음에 하품 나서 눈물 났는데 중후반에 한 번은 좀 감동이라 눈물)
",1
"히어로물인데 액션도 좀 약하고 악당도 약함.  최종보스를 대결로 누르는게 아니라 화술에 의한 설득으로 개과천선시킴 ㅋ. 스토리도 히어로물 답지 않게 절절한 순애보도 있고 휴머니즘에 호소하는 부분도 강해서 평소 같으면...
",1
